# OCP data for Sony LFP positive electrode, delithiation
# sto,ocp
0.938345,3.443883
0.938289,3.443692
0.938234,3.443883
0.938179,3.443883
0.938123,3.443692
0.938068,3.443692
0.938012,3.443883
0.937957,3.443883
0.937902,3.443883
0.937846,3.443692
0.937791,3.443883
0.937735,3.443692
0.937680,3.443692
0.937625,3.443883
0.937569,3.443692
0.937514,3.443692
0.937458,3.443883
0.937403,3.443692
0.937348,3.443692
0.937292,3.443692
0.937237,3.443883
0.937181,3.443692
0.937126,3.443692
0.937071,3.443692
0.937015,3.443692
0.936960,3.443692
0.936904,3.443883
0.936849,3.443692
0.936794,3.443692
0.936738,3.443692
0.936683,3.443692
0.936627,3.443692
0.936572,3.443692
0.936517,3.443692
0.936461,3.443692
0.936406,3.443692
0.936351,3.443692
0.936295,3.443692
0.936240,3.443692
0.936184,3.443692
0.936129,3.443692
0.936074,3.443692
0.936018,3.443692
0.935963,3.443692
0.935907,3.443692
0.935852,3.443692
0.935797,3.443692
0.935741,3.443692
0.935686,3.443692
0.935630,3.443692
0.935575,3.443692
0.935520,3.443692
0.935464,3.443692
0.935409,3.443692
0.935353,3.443692
0.935298,3.443692
0.935243,3.443692
0.935187,3.443692
0.935132,3.443692
0.935076,3.443692
0.935021,3.443692
0.934966,3.443692
0.934910,3.443692
0.934855,3.443692
0.934799,3.443692
0.934744,3.443692
0.934689,3.443692
0.934633,3.443692
0.934578,3.443692
0.934522,3.443692
0.934467,3.443692
0.934412,3.443692
0.934356,3.443692
0.934301,3.443692
0.934245,3.443692
0.934190,3.443692
0.934135,3.443692
0.934079,3.443692
0.934024,3.443692
0.933968,3.443692
0.933913,3.443692
0.933858,3.443692
0.933802,3.443692
0.933747,3.443692
0.933692,3.443502
0.933636,3.443692
0.933581,3.443692
0.933525,3.443692
0.933470,3.443692
0.933415,3.443692
0.933359,3.443692
0.933304,3.443692
0.933248,3.443692
0.933193,3.443502
0.933138,3.443692
0.933082,3.443692
0.933027,3.443692
0.932971,3.443692
0.932916,3.443692
0.932861,3.443692
0.932805,3.443692
0.932750,3.443692
0.932694,3.443692
0.932639,3.443502
0.932584,3.443692
0.932528,3.443692
0.932473,3.443502
0.932417,3.443692
0.932362,3.443692
0.932307,3.443692
0.932251,3.443692
0.932196,3.443502
0.932140,3.443692
0.932085,3.443692
0.932030,3.443692
0.931974,3.443692
0.931919,3.443502
0.931863,3.443502
0.931808,3.443692
0.931753,3.443502
0.931697,3.443502
0.931642,3.443502
0.931586,3.443502
0.931531,3.443502
0.931476,3.443502
0.931420,3.443502
0.931365,3.443502
0.931310,3.443502
0.931254,3.443502
0.931199,3.443502
0.931143,3.443502
0.931088,3.443692
