# OCP data for Sony Graphite negative electrode, lithiation
# sto,ocp
0.038939,0.334985
0.038993,0.334603
0.039048,0.334412
0.039102,0.334031
0.039157,0.333840
0.039211,0.333649
0.039266,0.333268
0.039320,0.332886
0.039375,0.332505
0.039430,0.332314
0.039484,0.332123
0.039539,0.331742
0.039593,0.331551
0.039648,0.331169
0.039702,0.330978
0.039757,0.330788
0.039811,0.330406
0.039866,0.330215
0.039920,0.329834
0.039975,0.329643
0.040029,0.329262
0.040084,0.329071
0.040139,0.328689
0.040193,0.328498
0.040248,0.328308
0.040302,0.327926
0.040357,0.327735
0.040411,0.327545
0.040466,0.327163
0.040520,0.326972
0.040575,0.326591
0.040629,0.326400
0.040684,0.326019
0.040738,0.325637
0.040793,0.325446
0.040848,0.325255
0.040902,0.324874
0.040957,0.324683
0.041011,0.324492
0.041066,0.324111
0.041120,0.323920
0.041175,0.323539
0.041229,0.323348
0.041284,0.322966
0.041338,0.322776
0.041393,0.322585
0.041447,0.322203
0.041502,0.322012
0.041556,0.321822
0.041611,0.321440
0.041666,0.321249
0.041720,0.321059
0.041775,0.320677
0.041829,0.320486
0.041884,0.320105
0.041938,0.319914
0.041993,0.319533
0.042047,0.319342
0.042102,0.319151
0.042156,0.318769
0.042211,0.318579
0.042265,0.318388
0.042320,0.318006
0.042375,0.317816
0.042429,0.317625
0.042484,0.317243
0.042538,0.317053
0.042593,0.316671
0.042647,0.316480
0.042702,0.316099
0.042756,0.315908
0.042811,0.315717
0.042865,0.315526
0.042920,0.315336
0.042974,0.314954
0.043029,0.314763
0.043083,0.314573
0.043138,0.314191
0.043193,0.313810
0.043247,0.313810
0.043302,0.313428
0.043356,0.313046
0.043411,0.312856
0.043465,0.312665
0.043520,0.312474
0.043574,0.312283
0.043629,0.311902
0.043683,0.311711
0.043738,0.311520
0.043792,0.311139
0.043847,0.310948
0.043902,0.310567
0.043956,0.310376
0.044011,0.310185
0.044065,0.309803
0.044120,0.309613
0.044174,0.309422
0.044229,0.309231
0.044283,0.309040
0.044338,0.308659
0.044392,0.308468
0.044447,0.308087
0.044501,0.307896
0.044556,0.307705
0.044610,0.307324
0.044665,0.307133
0.044720,0.306942
0.044774,0.306560
0.044829,0.306370
0.044883,0.306179
0.044938,0.305988
0.044992,0.305607
0.045047,0.305416
0.045101,0.305034
0.045156,0.305034
0.045210,0.304653
0.045265,0.304462
0.045319,0.304271
0.045374,0.303890
0.045429,0.303699
0.045483,0.303508
0.045538,0.303317
0.045592,0.302936
0.045647,0.302745
0.045701,0.302554
0.045756,0.302173
0.045810,0.301982
0.045865,0.301791
0.045919,0.301601
0.045974,0.301219
0.046028,0.301028
0.046083,0.300837
0.046137,0.300647
0.046192,0.300265
0.046247,0.300074
0.046301,0.299884
0.046356,0.299693
0.046410,0.299311
0.046465,0.299121
0.046519,0.298930
0.046574,0.298739
0.046628,0.298358
0.046683,0.298167
0.046737,0.297976
0.046792,0.297785
0.046846,0.297404
0.046901,0.297404
0.046956,0.297022
0.047010,0.296831
0.047065,0.296641
0.047119,0.296259
0.047174,0.296068
0.047228,0.295878
0.047283,0.295496
0.047337,0.295305
0.047392,0.295115
0.047446,0.294924
0.047501,0.294733
0.047555,0.294351
0.047610,0.294161
0.047665,0.293970
0.047719,0.293779
0.047774,0.293588
0.047828,0.293207
0.047883,0.293016
0.047937,0.292825
0.047992,0.292635
0.048046,0.292444
0.048101,0.292062
0.048155,0.291871
0.048210,0.291681
0.048264,0.291490
0.048319,0.291299
0.048373,0.291108
0.048428,0.290918
0.048483,0.290536
0.048537,0.290345
0.048592,0.290155
0.048646,0.289773
0.048701,0.289582
0.048755,0.289392
0.048810,0.289201
0.048864,0.289010
0.048919,0.288628
0.048973,0.288438
